Namespace;Type;Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;ActiveTicketCount;ListSize;ConcurrentTickets;AssetCount;TotalTickets;Mean;Error;StdDev;Median;Ratio;RatioSD;Rank;Gen0;Gen1;Allocated;Alloc Ratio
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'GetByIdAsync — ticket inexistant (0 résultat)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;100;"63,777.274 ns";"1,231.5283 ns";"1,028.3819 ns";"64,067.798 ns";0.93;0.02;1;18.3105;0.0000;38336 B;0.97
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'GetByIdAsync — ticket connu (1 résultat)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;100;"64,604.811 ns";"1,118.1599 ns";"1,196.4186 ns";"65,047.656 ns";0.94;0.02;1;18.5547;0.0000;39016 B;0.98
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'CountActiveTickets — asset avec N tickets (Opened+InProgress)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;100;"68,736.409 ns";"1,328.9424 ns";"1,109.7271 ns";"68,857.349 ns";1.00;0.02;2;18.7988;0.0000;39712 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'CountActiveTickets — asset sans tickets (Guid inconnu)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;100;"71,446.768 ns";"2,163.6012 ns";"5,886.2371 ns";"69,505.896 ns";1.04;0.09;2;18.7988;0.0000;39496 B;0.99
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Asset.ToDto() — mapping unitaire';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;200;?;?;?;44.924 ns;0.8285 ns;0.7344 ns;44.762 ns;1.00;0.02;1;0.0574;0.0000;120 B;1.00
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Ticket.ToDto() — mapping unitaire';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;200;?;?;?;45.148 ns;0.7132 ns;0.9762 ns;44.834 ns;1.01;0.03;1;0.0612;0.0000;128 B;1.07
AssetFlowCore.Benchmarks.Application;MappingBenchmark;'Liste assets.Select(ToDto) — mapping en masse';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;200;?;?;?;"10,571.267 ns";184.3194 ns;153.9150 ns;"10,540.058 ns";235.37;4.96;2;12.2986;0.0000;25739 B;214.49
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Cache hit — appels suivants';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;764.714 ns;15.1118 ns;13.3962 ns;766.271 ns;0.01;0.00;1;2.1687;0.0000;4544 B;0.05
AssetFlowCore.Benchmarks.Application.UseCases;GetAllAssetsBenchmark;'GetAll — cache miss (premier appel)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"59,864.262 ns";"1,146.4427 ns";895.0671 ns;"59,927.368 ns";1.00;0.02;2;40.8936;0.0000;85681 B;1.00
AssetFlowCore.Benchmarks.Application.UseCases;GetAllAssetsBenchmark;'GetAll — cache hit (appels suivants)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"61,070.463 ns";"1,290.2472 ns";"3,639.1654 ns";"60,745.062 ns";1.02;0.06;2;41.0156;0.0000;86033 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetByIdAsync — asset inexistant (Guid.NewGuid)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"244,192.425 ns";"4,814.2564 ns";"11,441.5906 ns";"240,828.467 ns";4.08;0.20;3;85.9375;0.9766;181301 B;2.12
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetByIdAsync — asset connu avec tickets inclus';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"285,169.522 ns";"2,718.7621 ns";"3,338.8843 ns";"285,851.514 ns";4.76;0.09;4;101.5625;15.6250;239403 B;2.79
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — numéro existant';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"496,631.816 ns";"5,066.5132 ns";"6,763.6502 ns";"498,198.633 ns";8.30;0.16;5;176.7578;34.1797;409630 B;4.78
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — numéro inexistant';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"510,440.163 ns";"9,205.9672 ns";"22,056.9111 ns";"505,379.199 ns";8.53;0.39;5;179.6875;31.2500;409633 B;4.78
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'ExistsWithSerialNumberAsync — avec espaces et casse mixte';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"524,210.432 ns";"17,268.4274 ns";"48,137.4770 ns";"501,283.838 ns";8.76;0.81;5;174.8047;36.1328;410148 B;4.79
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Cache miss — premier appel (populate)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"828,170.008 ns";"6,547.7508 ns";"13,522.2418 ns";"827,231.738 ns";13.84;0.30;6;265.6250;99.6094;830596 B;9.69
AssetFlowCore.Benchmarks.Infrastructure;AssetRepositoryBenchmark;'GetAllReadOnlyAsync — AsNoTracking (N assets)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"829,364.206 ns";"16,431.9531 ns";"32,816.3884 ns";"823,563.281 ns";13.86;0.58;6;265.6250;99.6094;830164 B;9.69
AssetFlowCore.Benchmarks.Infrastructure;CachedRepositoryBenchmark;'Sans cache — lecture EF directe';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;500;?;"837,682.967 ns";"15,765.6038 ns";"34,605.8850 ns";"828,706.250 ns";14.00;0.61;6;263.6719;95.7031;830164 B;9.69
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'CountActiveTickets — asset avec N tickets (Opened+InProgress)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;500;"247,417.319 ns";"4,903.9785 ns";"6,712.6217 ns";"246,466.406 ns";1.00;0.04;1;79.5898;0.0000;167557 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'GetByIdAsync — ticket inexistant (0 résultat)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;500;"249,578.152 ns";"4,978.7793 ns";"6,979.5538 ns";"249,190.723 ns";1.01;0.04;1;79.1016;0.0000;166180 B;0.99
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'CountActiveTickets — asset sans tickets (Guid inconnu)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;500;"305,265.188 ns";"26,904.6751 ns";"74,552.7333 ns";"274,498.145 ns";1.23;0.30;1;79.1016;0.0000;167341 B;1.00
AssetFlowCore.Benchmarks.Infrastructure;MaintenanceTicketRepositoryBenchmark;'GetByIdAsync — ticket connu (1 résultat)';DefaultJob;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;False;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;?;?;?;?;500;"312,470.538 ns";"26,656.0715 ns";"74,746.4878 ns";"285,524.414 ns";1.26;0.30;1;78.1250;0.0000;166861 B;1.00
